date,AveWindDir_deg,AveWindSp_ms_mean,AveWindDir_cove_mean,AveWindSp_ms_median,AveWindDir_cove_median,AveWindSp_ms_min,AveWindSp_ms_max,AveWindSp_ms_sd,AveWindDir_deg_1daylag,AveWindSp_ms_mean_1daylag,AveWindDir_cove_mean_1daylag,AveWindSp_ms_median_1daylag,AveWindDir_cove_median_1daylag,AveWindSp_ms_min_1daylag,AveWindSp_ms_max_1daylag,AveWindSp_ms_sd_1daylag,AveWindDir_deg_2daylag,AveWindSp_ms_mean_2daylag,AveWindDir_cove_mean_2daylag,AveWindSp_ms_median_2daylag,AveWindDir_cove_median_2daylag,AveWindSp_ms_min_2daylag,AveWindSp_ms_max_2daylag,AveWindSp_ms_sd_2daylag,AveWindDir_deg_3daylag,AveWindSp_ms_mean_3daylag,AveWindDir_cove_mean_3daylag,AveWindSp_ms_median_3daylag,AveWindDir_cove_median_3daylag,AveWindSp_ms_min_3daylag,AveWindSp_ms_max_3daylag,AveWindSp_ms_sd_3daylag,AveWindDir_deg_1weeklag,AveWindSp_ms_mean_1weeklag,AveWindDir_cove_mean_1weeklag,AveWindSp_ms_median_1weeklag,AveWindDir_cove_median_1weeklag,AveWindSp_ms_min_1weeklag,AveWindSp_ms_max_1weeklag,AveWindSp_ms_sd_1weeklag,windsp_cumsum_1day,windsp_cumsum_2day,windsp_cumsum_3day,windsp_cumsum_5day,windsp_cumsum_7day,windsp_cumsum_10day,windsp_cumsum_14day,windsp_cumsum_1day_in,windsp_cumsum_2day_in,windsp_cumsum_3day_in,windsp_cumsum_1day_out,windsp_cumsum_2day_out
2012-09-27,269.3701388888889,3.6534722222222222,0.875,4.016666666666667,1,1.3,5.816666666666666,1.3134751189435359,222.04375,3.323611111111111,0.9583333333333334,2.9833333333333334,1,1.45,7.1499999999999995,1.5077490394165447,225.10555555555555,3.704861111111111,0.9166666666666666,3.4916666666666667,1,1.2166666666666666,5.766666666666667,1.3437049434456425,265.4548611111111,2.919027777777778,1,2.9833333333333334,1,1.0333333333333334,4.533333333333333,1.0162393871271032,135.70694444444445,3.2152777777777777,0.08333333333333333,3.1666666666666665,0,0.8333333333333334,5.55,1.344984570307009,87.68333333333334,167.45,256.3666666666667,426.72333333333336,587.6733333333333,909.0733333333334,1220.9766666666667,91.75,NA,NA,NA,NA
2012-10-05,251.40833333333333,2.6291666666666664,1,2.533333333333333,1,1.2166666666666668,4.05,0.6546978135393,125.44166666666666,1.8652777777777778,0.08333333333333333,2.0250000000000004,0,0.6166666666666667,2.8666666666666667,0.672778445967986,116.57013888888889,2.1576388888888887,0.08333333333333333,2.3166666666666664,0,0.7666666666666667,3.283333333333333,0.7259340005178779,250.9375,2.3409722222222222,1,2.3833333333333333,1,0.9833333333333334,3.7333333333333334,0.7815811295040198,109.51666666666667,3.236111111111111,0.041666666666666664,3.0166666666666666,0,1.2166666666666666,6.083333333333333,1.3573441909913768,63.1,107.86666666666666,159.65,310.13666666666666,446.50333333333333,691.62,1024.41,63.1,NA,NA,NA,NA
2013-05-23,133.96979166666668,3.824861111111111,0.4583333333333333,3.645833333333333,0,2.3266666666666667,6.571666666666667,1.1730533176933473,107.49125,3.44875,0,3.505,0,1.0283333333333333,4.6866666666666665,1.0317893151323365,91.09830555555556,3.6335416666666664,0.041666666666666664,3.2141666666666664,0,0.8833333333333333,8.125,2.218915243557488,245.72805555555556,3.076875,0.875,3.1358333333333333,1,0.7583333333333333,5.308333333333334,1.5841742475174831,269.9077013888889,5.298055555555556,0.9583333333333334,4.996666666666666,1,1.8033333333333332,9.948333333333334,2.6977141722638995,91.79666666666667,174.56666666666666,261.77166666666665,392.6685333333333,539.9513333333333,NA,NA,NA,NA,NA,85.67666666666666,180.90833333333333
2013-05-30,259.45994444444443,2.9819444444444443,1,2.9391666666666665,1,0.9166666666666666,5.423333333333333,1.3640033847078106,107.3272638888889,2.0855555555555556,0,2.0316666666666667,0,0.8933333333333334,2.955,0.49040150824754336,123.33946527777778,2.0550694444444444,0,1.5316666666666667,0,0.61,5.1033333333333335,1.2944853750707814,263.26243055555557,3.905972222222222,0.875,3.956666666666666,1,1.3816666666666668,6.6433333333333335,1.5169806106565404,133.96979166666668,3.824861111111111,0.4583333333333333,3.645833333333333,0,2.3266666666666667,6.571666666666667,1.1730533176933473,71.56666666666666,121.61999999999999,170.94166666666666,401.66166666666663,683.162,944.9336666666667,1223.1133333333332,71.56666666666666,NA,NA,NA,NA
2013-06-06,142.47604166666667,3.302361111111111,0.125,3.9325,0,1.0883333333333334,5.395,1.4578950411074414,260.9626597222222,2.4144444444444444,0.875,2.255,1,1.2716666666666667,3.5066666666666664,0.679656894590152,296.94444444444446,5.257708333333333,1,5.218333333333334,1,3.873333333333333,7.261666666666667,0.7193689888713292,249.51875,3.5980555555555553,1,3.4191666666666665,1,1.3616666666666666,5.996666666666666,1.5068579674201068,259.45994444444443,2.9819444444444443,1,2.9391666666666665,1,0.9166666666666666,5.423333333333333,1.3640033847078106,79.25666666666666,137.20333333333332,263.3883333333333,440.0004,558.6055333333334,729.5472,1241.7675333333334,NA,NA,NA,NA,NA
2013-06-13,183.46625,2.4209027777777776,0.375,2.4983333333333335,0,0.5816666666666667,4.29,0.9605221983476063,286.62611111111113,4.229513888888889,0.9166666666666666,4.5175,1,1.44,6.471666666666667,1.6079384496210438,96.10833333333333,4.420763888888889,0,4.516666666666666,0,1.8083333333333333,6.988333333333333,1.416114809748166,150.43636805555556,2.5924305555555556,0.25,2.6916666666666664,0,0.995,5.56,1.4798559613913032,142.47604166666667,3.302361111111111,0.125,3.9325,0,1.0883333333333334,5.395,1.4578950411074414,58.10166666666667,159.60999999999999,265.7083333333333,403.8465333333333,613.7622666666666,877.1505999999999,1172.3678,101.24333333333333,NA,NA,NA,NA
2013-06-20,247.11284722222223,1.8269444444444445,0.875,1.7441666666666666,1,0.7866666666666667,3.663333333333333,0.6148994785817145,290.14472222222224,3.1600694444444444,0.9583333333333334,3.055833333333333,1,1.7116666666666667,5.836666666666666,1.104095743324251,255.22534027777778,1.6394444444444445,0.9166666666666666,1.6308333333333334,1,0.5983333333333334,4.408333333333332,0.8426127795709581,256.7950833333333,2.774652777777778,0.9583333333333334,2.1950000000000003,1,1.195,5.484999999999999,1.457298140177201,183.46625,2.4209027777777776,0.375,2.4983333333333335,0,0.5816666666666667,4.29,0.9605221983476063,43.846666666666664,119.68833333333333,159.035,289.12513333333334,456.3259333333333,722.0342666666667,1070.0882,NA,NA,NA,NA,NA
2013-06-27,124.315625,3.228472222222222,0.041666666666666664,3.4916666666666667,0,1.36,4.911666666666666,1.019114055507059,238.27298611111112,1.9968055555555555,0.8333333333333334,1.9016666666666668,1,1.1483333333333334,3.4766666666666666,0.6963590466850854,269.35,3.4104166666666664,1,3.1141666666666663,1,1.3683333333333334,5.741666666666667,1.2923780883272533,277.4423611111111,3.6378472222222222,1,3.6174999999999997,1,1.1766666666666665,5.465,1.165426305361546,247.11284722222223,1.8269444444444445,0.875,1.7441666666666666,1,0.7866666666666667,3.663333333333333,0.6148994785817145,77.48333333333333,125.40666666666667,207.25666666666666,347.1122,446.9214666666667,605.9564666666666,903.2474,NA,NA,NA,NA,NA
2013-07-03,191.79720138888888,2.941597222222222,0.6666666666666666,2.84,1,1.2333333333333334,4.535,1.0304846755121486,145.69784722222224,3.395277777777778,0.2916666666666667,3.25,0,1.9766666666666668,5.293333333333333,1.0048046012207847,170.34163194444446,1.8040972222222222,0.375,1.4783333333333333,0,0.6183333333333334,3.7966666666666664,1.0012890217678017,213.25972222222222,2.515775,0.8333333333333334,2.2251333333333334,1,1.1900000000000002,5.303333333333334,0.9897069050962356,238.27298611111112,1.9968055555555555,0.8333333333333334,1.9016666666666668,1,1.1483333333333334,3.4766666666666666,0.6963590466850854,70.59833333333333,152.085,195.38333333333333,336.1723333333333,509.659,726.7406666666667,922.9438,NA,NA,NA,NA,NA
2013-07-11,274.842875,3.4688194444444442,0.9583333333333334,3.348333333333333,1,1.8450000000000002,4.968333333333334,0.9885646256681367,158.63604166666667,3.9180555555555556,0.2916666666666667,4.2225,0,1.55,5.316666666666666,1.049339298302967,120.81263888888888,3.353472222222222,0,3.1866666666666665,0,2.11,5.163333333333333,0.8582393949815101,209.7408125,2.8718055555555555,0.625,2.5616666666666665,1,1.4983333333333335,5.656666666666666,1.1534176182516884,248.61340277777776,2.6524305555555556,1,2.770833333333333,1,0.99,4.1066666666666665,0.86150721468722,83.25166666666667,177.285,257.7683333333333,381.49086666666665,543.2663333333334,759.0096666666667,1039.1003333333333,84.03666666666666,NA,NA,NA,NA
2013-07-18,243.69505555555557,2.8997916666666668,0.875,3.006666666666667,1,1.3233333333333333,5.135,0.9479939807616853,256.08402777777775,2.953263888888889,1,2.984166666666667,1,1.3166666666666669,4.591666666666666,0.9208601680353395,286.6316875,2.9385416666666666,0.9583333333333334,2.8533333333333335,1,1.2466666666666668,4.45,1.0546684018220762,302.1274305555556,2.9315277777777777,1,2.8091666666666666,1,0.8683333333333334,4.506666666666667,1.0303194613475772,274.842875,3.4688194444444442,0.9583333333333334,3.348333333333333,1,1.8450000000000002,4.968333333333334,0.9885646256681367,69.595,140.47333333333333,210.99833333333333,333.97773333333333,432.84233333333333,690.6106666666667,976.1086666666666,74.08,NA,NA,NA,NA
2013-07-25,174.9226875,2.1953472222222223,0.5,2.0075,0.5,0.91,3.5766666666666667,0.606338695223455,297.5703472222222,4.120208333333333,1,3.98,1,1.1366666666666667,6.67,1.7327008539837843,162.54121527777778,2.7150694444444445,0.4166666666666667,3.0225,0,1.1466666666666667,3.9549999999999996,0.8712169398722978,111.17597222222223,3.24625,0.08333333333333333,3.4225,0,1.325,4.855,0.9835366100379914,243.69505555555557,2.8997916666666668,0.875,3.006666666666667,1,1.3233333333333333,5.135,0.9479939807616853,52.68833333333333,151.57333333333332,216.73499999999999,345.69,570.505,781.5033333333333,1003.3473333333333,96.16333333333333,NA,NA,NA,NA
2013-08-01,148.1352222222222,3.0309027777777775,0.4166666666666667,3.2424999999999997,0,0.7066666666666668,5.751666666666666,1.673059693773401,231.97020833333332,2.1044444444444443,0.7916666666666666,1.9583333333333333,1,1.0916666666666668,3.468333333333333,0.6942381336050106,280.0263888888889,3.378611111111111,1,3.4825,1,1.2416666666666667,4.743333333333333,0.9569895009831343,184.14124999999999,2.5880555555555556,0.4583333333333333,2.3575,0,0.6666666666666667,5.130000000000001,1.3073991095155284,174.9226875,2.1953472222222223,0.5,2.0075,0.5,0.91,3.5766666666666667,0.606338695223455,72.74166666666666,123.24833333333333,204.335,347.5516,485.2472,701.9822,1055.7522,NA,NA,NA,NA,NA
2013-08-08,190.70909722222223,3.297708333333333,0.625,3.38,1,2.1816666666666666,4.858333333333333,0.6866872116843455,121.35795138888889,3.035138888888889,0.125,2.6,0,1.2783333333333335,5.211666666666666,1.3802133417555649,200.43903472222223,2.1127777777777776,0.4583333333333333,2.1308333333333334,0,0.8049999999999999,3.8616666666666664,0.8414275979408385,300.28930555555553,4.514444444444444,1,4.8225,1,1.7583333333333333,6.648333333333333,1.517921496085016,148.1352222222222,3.0309027777777775,0.4166666666666667,3.2424999999999997,0,0.7066666666666668,5.751666666666666,1.673059693773401,79.145,151.98833333333332,202.695,399.16926666666666,580.7666666666667,785.1016666666667,1066.0138666666667,NA,NA,NA,NA,NA
2013-08-15,259.02986111111113,4.165625,1,4.186666666666667,1,1.8766666666666667,6.168333333333333,1.1113583337585105,274.75902777777776,5.373611111111111,1,5.647499999999999,1,2.7333333333333334,7.318333333333333,1.2574749127516134,171.07664583333334,1.8902083333333333,0.4583333333333333,1.7858333333333334,0,0.9616666666666668,3.0416666666666665,0.5686362430696509,257.6864097222222,2.4780555555555557,0.9583333333333334,2.3708333333333336,1,1.0650000000000002,5.126666666666667,0.9554493677657279,190.70909722222223,3.297708333333333,0.625,3.38,1,2.1816666666666666,4.858333333333333,0.6866872116843455,99.975,228.94166666666666,274.3066666666667,408.8118666666667,572.7778,775.4728,1153.5444666666667,99.975,228.94166666666666,NA,NA,NA
2013-08-22,264.1951388888889,3.2910416666666666,1,3.1866666666666665,1,1.525,5.085,0.8504428815662832,267.22222222222223,2.839236111111111,1,3.0166666666666666,1,1.35,4.008333333333333,0.6251061705313689,266.4325972222222,2.3113194444444445,0.9166666666666666,2.3425,1,0.8883333333333333,4.265,1.007322343714532,268.745625,3.0752083333333333,1,3.224166666666666,1,0.75,4.8566666666666665,1.156142836788764,259.02986111111113,4.165625,1,4.186666666666667,1,1.8766666666666667,6.168333333333333,1.1113583337585105,78.985,147.12666666666667,202.59833333333333,331.97666666666663,448.52666666666664,722.8333333333333,1021.3044666666666,78.985,147.12666666666667,NA,NA,NA
2013-08-29,121.2870138888889,3.3418055555555557,0.041666666666666664,3.7091666666666665,0,1.4466666666666668,4.805,0.9513417827472123,182.97868055555554,2.0805555555555557,0.5,1.6941666666666668,0.5,0.575,6.721666666666667,1.4475878375780953,222.1583768115942,1.4357971014492754,0.782608695652174,1.3483333333333334,1,0.7033333333333334,2.3566666666666665,0.5289244541265176,242.91041666666666,3.625,1,3.6541666666666663,1,2.08,5.318333333333333,0.995762519463894,264.1951388888889,3.2910416666666666,1,3.1866666666666665,1,1.525,5.085,0.8504428815662832,80.20333333333333,130.13666666666666,165.32833333333332,321.7635333333333,466.3297333333333,665.7730666666666,914.0164,NA,NA,NA,NA,NA
2013-09-05,301.89033333333333,4.068263888888889,1,4.213333333333333,1,2.3433333333333333,5.961666666666667,1.2101178206667853,251.44375,4.3393749999999995,1,4.280833333333334,1,1.5250000000000001,6.351666666666667,1.178075870494983,243.35652777777779,2.6315277777777775,0.9166666666666666,2.3425,1,1.3233333333333333,4.996666666666666,0.9535453697342915,137.43227777777778,2.4877777777777776,0.20833333333333334,2.585,0,0.7050000000000001,4.325,1.0218943367230935,121.2870138888889,3.3418055555555557,0.041666666666666664,3.7091666666666665,0,1.4466666666666668,4.805,0.9513417827472123,97.63833333333334,201.78333333333333,264.94,374.51053333333334,504.908,670.2363333333333,971.2377333333333,97.63833333333334,201.78333333333333,NA,NA,NA
2013-09-11,235.43101388888888,3.2470138888888886,0.9166666666666666,3.3133333333333335,1,1.1116666666666668,5.4783333333333335,1.2080221967406208,202.94720138888889,2.267659722222222,0.7083333333333334,2.3866666666666667,1,0.8766666666666667,4.616666666666666,1.0885812338115528,250.98944444444444,3.268768115942029,1,3.393333333333333,1,1.5316666666666667,5.109999999999999,0.8689191616268158,292.6020833333333,4.6431305555555555,1,3.9525,1,1.9618,9.23,2.2060712015418136,251.44375,4.3393749999999995,1,4.280833333333334,1,1.5250000000000001,6.351666666666667,1.178075870494983,77.92833333333333,132.35216666666668,209.7605,401.9233,569.0866333333333,796.6349666666666,1059.1029666666666,NA,NA,NA,NA,NA
2013-09-18,264.2652777777778,2.5843055555555554,1,2.6641666666666666,1,1.3966666666666667,3.466666666666667,0.5201987535127316,286.94449305555554,2.928472222222222,0.9166666666666666,2.8408333333333333,1,1.6166666666666663,5.223333333333333,0.8383225885539952,288.99930555555557,4.260138888888889,1,4.665,1,1.4016666666666668,7.221666666666666,1.626974528115568,254.60861111111112,3.4668416666666664,1,3.5266666666666664,1,2.7049999999999996,4.471666666666667,0.4443679012016478,235.43101388888888,3.2470138888888886,0.9166666666666666,3.3133333333333335,1,1.1116666666666668,5.4783333333333335,1.2080221967406208,62.02333333333333,132.30666666666667,234.54999999999998,406.8677333333333,552.2544,762.0149,1121.3410333333334,62.02333333333333,NA,NA,NA,NA
2013-09-25,242.3705,3.8716231884057972,0.782608695652174,3.841666666666667,1,1.8800000000000001,7.258333333333333,1.1839542088825843,308.42569444444445,5.070277777777777,1,5.525833333333333,1,1.6283333333333334,6.638333333333333,1.4332819898679643,307.97499999999997,5.769166666666667,1,5.574166666666667,1,3.711666666666666,8.735,1.3348303190579425,262.6513888888889,5.0228472222222225,0.875,5.355,1,2.588333333333333,6.746666666666666,1.19035876124597,264.2652777777778,2.5843055555555554,1,2.6641666666666666,1,1.3966666666666667,3.466666666666667,0.5201987535127316,91.96566666666666,216.02066666666667,353.419,578.7673333333333,684.734,919.3073333333333,1237.8634,94.54233333333333,228.674,366.4273333333333,NA,NA
2013-10-02,263.26909722222223,3.6136805555555553,0.9583333333333334,3.0275,1,0.9616666666666667,7.016666666666667,1.8281972839323046,253.63802777777778,3.0072916666666667,0.875,3.355,1,0.8766666666666667,5.191666666666666,1.365364952052998,170.8645,1.409375,0.5,1.3275000000000001,0.5,0.7416666666666667,2.4366666666666665,0.4273499432945047,166.7279861111111,1.5419222222222222,0.4166666666666667,1.1441666666666666,0,0.3416666666666667,3.5649999999999995,0.9361750797622173,242.3705,3.8716231884057972,0.782608695652174,3.841666666666667,1,1.8800000000000001,7.258333333333333,1.1839542088825843,86.72833333333334,158.90333333333334,192.72833333333332,285.8553333333333,388.96366666666665,742.3826666666666,1073.6976666666667,NA,NA,NA,NA,NA
2014-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,103.6825,3.4698611111111113,0,3.7716666666666665,0,1.3033333333333335,5.261666666666667,1.2157284368003771,112.47208333333333,3.0830555555555557,0,2.9275,0,1.3516666666666668,5.176666666666667,1.0798205776290688,165.43027083333334,2.568136111111111,0.375,1.7566666666666666,0,0.7933333333333333,5.9366666666666665,1.6681914810885738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.27666666666667,157.27,218.90526666666668,NA,NA,NA,NA,NA,NA,NA,83.27666666666667,157.27
2014-06-19,297.8534722222222,4.0940972222222225,1,3.9241666666666664,1,1.6866666666666668,6.7316666666666665,1.3764697001923085,278.79097222222225,4.799513888888889,1,5.325833333333334,1,1.6116666666666668,7.418333333333333,1.6530174779497666,216.4751388888889,2.341458333333333,0.75,1.9024999999999999,1,0.8583333333333334,6.635,1.4622950587238255,207.11856944444443,1.898411111111111,0.6666666666666666,1.7833333333333332,1,0.8316666666666668,3.55,0.7233294064320486,103.6825,3.4698611111111113,0,3.7716666666666665,0,1.3033333333333335,5.261666666666667,1.2157284368003771,98.25833333333334,213.44666666666666,269.64166666666665,433.2418666666667,608.3235333333333,827.2288,NA,98.25833333333334,213.44666666666666,NA,NA,NA
2014-06-26,224.60436805555554,3.1815277777777777,0.7083333333333334,3.163333333333333,1,0.6483333333333333,5.79,1.5375087224658646,194.54555555555555,2.988888888888889,0.5833333333333334,2.51,1,1.1866666666666668,6.376666666666666,1.3439991577042834,228.55138888888888,4.494930555555555,0.9583333333333334,4.6274999999999995,1,2.1616666666666666,7.464999999999999,1.4730778419014818,153.27729166666666,2.4135416666666667,0.25,2.2591666666666663,0,0.6133333333333334,4.886666666666667,1.4733514747801064,297.8534722222222,4.0940972222222225,1,3.9241666666666664,1,1.6866666666666668,6.7316666666666665,1.3764697001923085,76.35666666666667,148.09,255.96833333333333,365.79,548.7283333333334,818.37,1157.0518666666667,NA,NA,NA,NA,NA
2014-07-02,225.01002083333333,3.252361111111111,0.875,3.138333333333333,1,1.24,5.7283333333333335,1.185712134076113,229.63055555555556,4.110694444444444,1,4.0275,1,1.715,6.199999999999999,1.4422855684747717,248.68958333333333,3.6197222222222223,1,3.6791666666666663,1,2.5216666666666665,4.56,0.5693412301888162,229.48506944444443,2.3843055555555557,0.8333333333333334,2.368333333333333,1,0.9216666666666667,4.26,0.8612799312463943,194.54555555555555,2.988888888888889,0.5833333333333334,2.51,1,1.1866666666666668,6.376666666666666,1.3439991577042834,78.05666666666666,176.71333333333334,263.58666666666664,371.05,485.085,722.6216666666667,1055.715,105.11333333333333,190.695,NA,NA,NA
2014-07-09,232.67718055555557,4.016944444444444,0.9166666666666666,3.994999999999999,1,1.7466666666666666,7.1033333333333335,1.4766136401205348,217.8148611111111,4.356416666666666,0.9583333333333334,4.2325,1,2.3066666666666666,7.225,1.3625246538566373,218.7145138888889,3.718297222222222,0.9583333333333334,3.819166666666667,1,1.2083333333333333,6.305,1.3882708677742932,232.92255555555556,4.459444444444444,0.9583333333333334,4.484999999999999,1,1.51,6.905,1.63746354951994,225.01002083333333,3.252361111111111,0.875,3.138333333333333,1,1.24,5.7283333333333335,1.185712134076113,96.40666666666667,200.96066666666667,290.1998,566.1531333333334,713.5664666666667,977.1531333333334,1198.6514666666667,NA,NA,NA,NA,NA
2014-07-17,269.1958333333333,3.1235416666666667,1,2.9741666666666666,1,1.52,4.85,0.8336676593849301,229.02969444444446,2.126875,0.7916666666666666,2.1141666666666667,1,1.0283333333333335,3.41,0.6969887461057515,191.02444444444444,3.0412916666666665,0.75,2.5416666666666665,1,0.8183333333333335,6.305,1.5130830391001546,228.14375,2.7315277777777776,1,2.8575,1,1.4883333333333333,4.32,0.6339624862540809,247.06256944444445,3.033541666666667,0.8333333333333334,3.2466666666666666,1,1.08,4.558333333333334,1.0596754940913646,74.965,126.00999999999999,199.001,385.8793333333333,476.146,749.9116666666666,1207.5008,74.965,NA,NA,NA,NA
2014-07-23,243.9388888888889,3.796736111111111,1,3.9358333333333335,1,1.5899999999999999,5.413333333333334,1.194624481572609,245.71791666666667,2.3489388888888887,0.9583333333333334,2.3233333333333333,1,1.0466666666666666,4.26,0.8918489770371382,141.62925,1.594338888888889,0.20833333333333334,1.3441666666666667,0,0.405,3.985,0.9633611182827556,110.6620138888889,2.515347222222222,0,2.4383333333333335,0,1.4566666666666668,4.066666666666666,0.6987748041049074,229.02969444444446,2.126875,0.7916666666666666,2.1141666666666667,1,1.0283333333333335,3.41,0.6969887461057515,91.12166666666667,147.4962,185.76033333333334,297.0303333333333,431.90866666666665,621.5013333333334,905.8946666666667,91.12166666666667,NA,NA,NA,NA
2014-07-30,218.1117361111111,1.8629166666666668,0.625,1.7108333333333334,1,1.0250000000000001,3.0716666666666668,0.6284093964647707,285.9604722222222,3.601644444444444,0.9583333333333334,3.8966666666666665,1,0.9533333333333334,5.986666666666666,1.4247246983042485,179.74427777777777,3.2728694444444444,0.5,3.1275,0.5,1.49,5.968333333333333,1.2055814462601968,205.4988888888889,2.920486111111111,0.7916666666666666,2.8341666666666665,1,1.3033333333333332,5.918333333333334,1.127431829956773,243.9388888888889,3.796736111111111,1,3.9358333333333335,1,1.5899999999999999,5.413333333333334,1.194624481572609,44.71,131.14946666666665,209.69833333333332,360.94,534.3866666666667,720.1469999999999,966.2953333333334,NA,NA,NA,NA,NA
2014-08-06,299.57708333333335,3.4651388888888888,1,3.0999999999999996,1,1.3616666666666668,5.545,1.3309213615734143,239.33044444444445,2.446197222222222,0.875,2.4549999999999996,1,0.9966666666666667,3.7116666666666664,0.9137987094238016,259.5877013888889,2.1586555555555553,0.9583333333333334,2.0891666666666664,1,0.8683333333333334,3.518333333333333,0.7313119896127567,178.57375,1.9325694444444443,0.375,1.6191666666666666,0,0.8783333333333334,3.5116666666666663,0.8577640548028083,218.1117361111111,1.8629166666666668,0.625,1.7108333333333334,1,1.0250000000000001,3.0716666666666668,0.6284093964647707,83.16333333333333,141.87206666666665,193.6798,299.78813333333335,407.6931333333333,617.3914666666667,942.0798,83.16333333333333,NA,NA,NA,NA
2014-08-12,147.67628472222222,3.861511111111111,0.16666666666666666,4.386666666666667,0,0.7733333333333334,6.786666666666666,1.7953818215322799,201.64049305555554,1.9619888888888888,0.5,2.0083333333333333,0.5,0.8450000000000001,3.3449999999999998,0.6360192163312937,206.63210416666666,2.1749305555555556,0.7083333333333334,2.180833333333333,1,1.0083333333333333,3.4949999999999997,0.8258837279943596,281.9167361111111,2.837986111111111,0.875,2.6833333333333336,1,1.2533333333333334,5.18,1.1907108236256168,239.33044444444445,2.446197222222222,0.875,2.4549999999999996,1,0.9966666666666667,3.7116666666666664,0.9137987094238016,92.67626666666666,139.764,191.96233333333333,345.254,508.48566666666665,665.3838,877.7254666666666,NA,NA,NA,NA,NA
2014-08-20,133.98714583333333,1.9899305555555555,0.16666666666666666,1.7683333333333333,0,0.6016666666666667,4.091666666666667,0.9212856590109252,215.52869444444445,2.3649694444444442,0.7083333333333334,2.1574999999999998,1,1.0283333333333335,4.3,1.0686714236749235,290.43611111111113,4.210147222222222,1,3.8208333333333333,1,1.7666666666666666,6.795,1.7197401523726688,276.16527777777776,3.5766666666666667,1,3.335,1,1.615,6.5183333333333335,1.2868937060332601,134.20138888888889,5.551944444444445,0.16666666666666666,5.548333333333334,0,2.663333333333333,10.253333333333334,1.9318144750108677,47.75833333333333,104.5176,205.56113333333334,380.0994666666667,572.5944666666667,845.6051333333334,1131.1634666666666,NA,NA,NA,NA,NA
2014-08-27,264.2034027777778,3.4251388888888887,1,3.3825,1,1.25,5.0616666666666665,0.9929653433569021,239.45402777777778,2.1377083333333333,0.875,2.0075000000000003,1,0.5916666666666667,4.01,0.9986952614494302,218.65380555555555,2.037916666666667,0.6666666666666666,1.6991666666666667,1,0.6316666666666667,4.076666666666666,1.1151668762278355,213.07584722222222,2.042152777777778,0.625,1.7533333333333334,1,0.7933333333333333,3.701666666666666,0.9220501310900379,133.98714583333333,1.9899305555555555,0.16666666666666666,1.7683333333333333,0,0.6016666666666667,4.091666666666667,0.9212856590109252,82.20333333333333,133.50833333333333,182.41833333333332,279.28,418.295,623.8561333333333,990.8894666666666,82.20333333333333,NA,NA,NA,NA
2014-09-04,232.03381944444445,2.109166666666667,0.8333333333333334,2.105833333333333,1,1.0283333333333333,4.121666666666666,0.9367690387091462,280.80277777777775,3.6063194444444444,1,3.7233333333333336,1,1.3883333333333334,5.213333333333333,1.0545923244615447,191.62938888888888,2.4074305555555555,0.7083333333333334,1.7041666666666666,1,0.8616666666666667,7.276666666666666,1.5259398766154217,236.31930555555556,2.040625,0.7916666666666666,1.94,1,0.645,3.2666666666666666,0.8550059768274301,304.22569444444446,4.534027777777777,1,4.342499999999999,1,2.5566666666666666,7.328333333333333,1.484426231211852,50.62,137.17166666666665,194.95,310.54333333333335,468.37,710.6949999999999,933.54,64.49833333333333,NA,NA,NA,NA
2014-09-10,138.31458333333333,2.575833333333333,0.08333333333333333,2.5666666666666664,0,1.2133333333333334,3.7016666666666667,0.8097696040196883,107.34465277777778,3.269861111111111,0,3.4283333333333332,0,1.3933333333333333,5.321666666666666,1.242794101184427,157.54597222222222,2.6259027777777777,0.2916666666666667,2.6608333333333336,0,0.7216666666666667,5.161666666666666,1.0905807719231835,294.90208333333334,3.2801388888888887,0.9583333333333334,3.0791666666666666,1,1.3583333333333334,6.341666666666667,1.339746525585357,280.80277777777775,3.6063194444444444,1,3.7233333333333336,1,1.3883333333333334,5.213333333333333,1.0545923244615447,61.82,140.29666666666665,203.31833333333333,380.37666666666667,521.78,715.0849999999999,1048.3466666666666,NA,NA,NA,79.15666666666667,145.88666666666666
